"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
9.329216687E1,1.236284992E0,-2.997480087E-1,3.623256415E-1
9.330209787E1,5.660218772E-1,7.106501251E-2,8.676806098E-1
9.331202887E1,-2.450617964E-1,9.006276235E-2,8.511750895E-1
9.332195988E1,-1.172258126E0,1.638858334E-1,3.712672037E-1
9.333189087E1,-1.429953837E0,6.770425223E-2,-3.539652926E-1
9.334182187E1,-1.181954125E0,-1.845292090E-1,-1.198244176E0
9.335175287E1,-7.751511995E-1,-3.359264861E-1,-2.026072503E0
9.336168388E1,-3.222966995E-1,-2.773554385E-1,-2.671302225E0
9.337161487E1,8.425639681E-1,-1.794111411E-1,-2.805744916E0
9.338154687E1,1.566853820E0,6.147768384E-1,-2.912567698E0
9.339147787E1,1.956026075E0,1.248736783E0,-2.610677708E0
9.340140887E1,1.527076089E0,1.096323406E0,-1.922482646E0
9.341133987E1,9.858072299E-1,8.602637091E-1,-9.679971957E-1
9.342127087E1,6.412979083E-1,2.383934672E-1,-5.221891022E-1
9.343120187E1,5.857861970E-1,2.027744222E-1,-8.915273094E-1
9.344113287E1,7.520017073E-1,1.822533265E-1,-1.374477502E0
9.345106387E1,8.958907941E-1,3.808319329E-1,-1.812590075E0
9.346099488E1,7.636489224E-1,8.031957614E-1,-1.553867154E0
9.347092587E1,1.312705761E-1,1.465327738E0,-1.978818814E0
9.348085687E1,-8.726486235E-1,2.530967880E0,-1.759959286E0
9.349078787E1,-2.059369765E0,3.324520413E0,-8.831903493E-1
9.350071888E1,-2.590496336E0,2.895049440E0,2.283682698E-1
9.351064987E1,-2.238055120E0,1.327910715E0,1.847705528E0
9.352058087E1,-1.912663124E0,-5.428978935E-1,3.637438837E0
9.353051187E1,-1.944107403E0,-1.995593891E0,4.967706710E0
9.354044287E1,-2.009575168E0,-2.555320948E0,6.318865516E0
9.355037387E1,-2.789233548E0,-1.876108086E0,5.562782525E0
9.356030587E1,-3.709241183E0,-7.904650573E-1,3.717953242E0
9.357023687E1,-3.540759219E0,-4.512750940E-1,2.347057745E0
9.358016787E1,-2.801696888E0,-1.091245392E-1,1.860736048E0
9.359009887E1,-2.674688932E0,6.658274165E-1,3.798115060E0
9.360002988E1,-2.760420808E0,8.469265026E-1,5.064578117E0
9.360996087E1,-2.437310249E0,8.311451599E-2,4.691854371E0
9.361989187E1,-1.392644654E0,-6.799364555E-1,3.966779750E0
9.362982287E1,-3.042613283E-1,-9.067905888E-1,3.221701219E0
9.363975388E1,9.756240115E-2,-8.803383699E-1,2.654901955E0
9.364968487E1,-6.611972988E-2,-1.042926048E0,1.619206281E0
9.365961587E1,-7.372203116E-1,-1.347339697E0,1.542700142E-1
9.366954687E1,-1.396289662E0,-1.781010432E0,-5.014706630E-1
9.367947787E1,-1.454198147E0,-2.033891692E0,-6.367898512E-1
9.368940887E1,-1.187463518E0,-2.508010542E0,-9.941295719E-1
9.369933987E1,-1.115149614E0,-2.777368670E0,-1.356622444E0
9.370927087E1,-9.536213044E-1,-2.456664972E0,-1.257604524E0
9.371920187E1,-3.690192782E-1,-1.679493998E0,-6.346795911E-1
9.372913287E1,-1.419026414E-1,-7.185929829E-1,2.503023452E-1
9.373906488E1,-6.345687863E-1,2.205704230E-1,9.037485749E-1
9.374899587E1,-7.161682887E-1,3.183721215E-1,2.690871102E-1
9.375892687E1,-4.836562799E-1,-1.001476014E-1,-8.156380516E-1
9.376885787E1,1.379577443E-4,-6.530462801E-1,-1.650981220E0
9.377878888E1,3.439247097E-1,-1.232982484E0,-2.371430694E0
9.378871987E1,6.235788714E-1,-1.530966534E0,-2.914987861E0
9.379865087E1,1.067078557E0,-1.574747561E0,-3.619444615E0
9.380858187E1,1.415808984E0,-1.381804063E0,-4.103874153E0
9.381851287E1,9.674966741E-1,-1.209393062E0,-3.964801637E0
9.382844387E1,-3.822863547E-1,-8.872711211E-1,-3.043629529E0
9.383837487E1,-9.849856230E-1,-4.202540070E-1,-2.040667738E0
9.384830587E1,-7.538731818E-1,-1.719420540E-1,-1.333554009E0
9.385823687E1,-3.114408320E-1,-8.563802809E-1,-1.883169476E0
9.386816787E1,3.297421419E-1,-1.532009093E0,-2.924612378E0
9.387809887E1,7.514392783E-1,-1.652121427E0,-3.066098624E0
9.388802988E1,7.077042979E-1,-1.069948078E0,-3.421387727E0
9.389796187E1,1.174563903E0,-8.737073350E-1,-4.017175148E0
9.390789287E1,1.862394903E0,-6.977704632E-1,-4.238558334E0
9.391782388E1,2.166450994E0,-8.345111096E-1,-4.077452924E0
9.392775487E1,2.076748274E0,-5.299237990E-1,-3.299112507E0
9.393768587E1,1.526538438E0,-4.930372238E-3,-2.259292792E0
9.394761687E1,9.319416560E-1,1.024321085E-1,-4.416723579E-1
9.395754787E1,3.862963752E-1,4.007857025E-1,5.894695044E-1
9.396747887E1,-8.971920189E-2,8.767970037E-1,9.047642362E-1
9.397740987E1,2.037358141E-1,7.638013154E-1,6.471055090E-1
9.398734087E1,7.042134371E-1,6.490432763E-1,7.376589990E-1
9.399727187E1,7.078776678E-1,8.299227995E-1,1.564160593E0
9.400720287E1,4.367541187E-2,1.250584942E0,3.283811513E0
9.401713387E1,-8.935003062E-1,1.134687865E0,4.650998122E0
9.402706488E1,-1.480362683E0,6.856193644E-1,4.687374820E0
9.403699587E1,-1.278154564E0,3.826558256E-1,3.216551576E0
9.404692762E1,-5.417529356E-1,1.044257167E0,8.417066932E-1
9.405685863E1,-1.599226272E-1,1.552671983E0,-1.285594561E0
9.406679062E1,1.227977779E-1,1.380991300E0,-2.578255482E0
9.407672162E1,5.755497324E-1,9.841659164E-1,-2.874740891E0
9.408665263E1,9.274526024E-1,2.720732832E-1,-2.463387516E0
9.409658362E1,1.119716947E0,-6.254597014E-1,-1.600744867E0
9.410651462E1,1.009086896E0,-8.976896900E-1,2.616208005E-1
9.411644562E1,5.098611616E-1,-8.569948232E-1,3.193390170E0
9.412637662E1,3.889462237E-1,-1.084282528E0,5.387699347E0
9.413630762E1,5.224610708E-1,-1.410819701E0,5.874914498E0
9.414623862E1,4.871786792E-1,-1.527188648E0,4.715352577E0
9.415616962E1,1.726285537E-1,-1.563596336E0,2.817310123E0
9.416610062E1,7.588903852E-2,-1.759769252E0,9.981536257E-1
9.417603162E1,-5.540814243E-2,-1.431504811E0,-5.579845870E-1
9.418596262E1,-3.677736020E-2,-1.120780263E0,-1.480198669E0
9.419589363E1,1.163393820E-1,-7.510175478E-1,-1.853233486E0
9.420582462E1,4.736389397E-1,-5.975287217E-1,-1.866848727E0
9.421575562E1,8.499045626E-1,-7.892431355E-1,-1.769245834E0
9.422568763E1,1.156897198E0,-1.031765175E0,-1.412556324E0
9.423561862E1,1.251153438E0,-1.408741601E0,-8.107643974E-1
9.424554962E1,1.202663867E0,-1.347163403E0,-9.562290895E-1
9.425548062E1,6.700472789E-1,-1.046783749E0,-1.722427179E0
9.426541162E1,-3.723408987E-1,-8.264688492E-1,-2.167184528E0
9.427534262E1,-8.822266551E-1,-4.928559601E-1,-2.798696682E0
9.428527362E1,-6.504502626E-1,-7.310305953E-2,-3.096245699E0
9.429520462E1,-8.333510220E-2,1.985936630E-1,-3.027968931E0
9.430513562E1,5.541305409E-1,4.339949638E-1,-2.799397763E0
9.431506662E1,1.101700214E0,8.724495989E-1,-2.568734461E0
9.432499762E1,1.490040264E0,1.243581732E0,-2.064058939E0
9.433492863E1,1.321777862E0,1.336054278E0,-9.977174234E-1
9.434485962E1,9.095444812E-1,1.024273723E0,-1.952759528E-1
9.435479062E1,6.187887593E-1,6.496847159E-1,5.881182128E-1
9.436472162E1,5.419956681E-1,2.783683956E-1,8.938316971E-1
9.437465263E1,5.659256905E-1,5.597831905E-2,1.139079709E0
9.438458462E1,5.384325211E-1,1.413318801E-1,1.376100104E0
9.439451562E1,8.031100997E-1,5.307084954E-1,1.567402289E0
9.440444662E1,9.717658724E-1,3.776166952E-1,2.419726356E0
9.441437762E1,6.454317436E-1,6.175390631E-1,3.053397887E0
9.442430862E1,1.631238681E-1,9.454971099E-1,3.004544401E0
9.443423962E1,-4.211079928E-1,3.630758393E-1,2.970562722E0
9.444417062E1,-8.137838995E-1,-1.775670755E-1,2.311930597E0
9.445410162E1,-8.547228876E-1,5.416568220E-2,1.574248209E0
9.446403262E1,-7.241976853E-1,1.875927114E-1,7.589633292E-1
9.447396363E1,-6.099457227E-1,3.814378506E-1,5.660917515E-1
9.448389462E1,-4.770706706E-1,6.397619909E-1,5.781416935E-1
9.449382562E1,-3.133388382E-1,7.444598955E-1,6.942726588E-1
9.450375662E1,-4.120809151E-1,8.731986272E-1,1.210177174E0
9.451368763E1,-1.022626416E0,1.171346984E0,9.126725954E-1
9.452361862E1,-1.725793713E0,1.206032375E0,8.253689879E-1
9.453354962E1,-1.637234416E0,1.206304855E0,9.031504047E-1
9.454348162E1,-7.779974779E-1,8.983054018E-1,1.339516414E0
9.455341262E1,-1.979510540E-1,6.872945917E-1,2.282930161E0
9.456334362E1,-2.660120595E-1,5.176776829E-1,3.061356533E0
9.457327462E1,-7.735266969E-1,4.569055241E-1,2.839052995E0
9.458320562E1,-1.634582996E0,9.110634416E-2,1.665114525E0
9.459313662E1,-2.425044984E0,-1.167028230E-1,7.672979504E-1
9.460306762E1,-2.587568927E0,-2.647975928E-1,1.915723264E-2
9.461299863E1,-1.999329677E0,-4.320887715E-1,-3.820290041E-1
9.462292962E1,-1.562546469E0,-4.043150818E-1,-8.105410337E-1
9.463286062E1,-1.187805727E0,-4.049813721E-1,-1.093485460E0
9.464279162E1,-5.715425259E-1,-4.184668055E-1,-7.171364415E-1
9.465272263E1,5.199841172E-2,1.373668832E-1,-7.490271556E-1
9.466265362E1,-2.946821272E-2,2.021125174E-1,-1.097500743E0
9.467258462E1,-6.151507679E-1,2.419773719E-1,-5.561661029E-1
9.468251562E1,-9.468516174E-1,3.155338830E-1,-2.206008285E-1
9.469244762E1,-1.117676561E0,-1.733325219E-1,-3.109408951E-1
9.470237862E1,-1.035169717E0,-5.858702508E-1,-5.884602749E-1
9.471230962E1,-6.739886677E-1,-8.429998049E-1,-1.433576480E0
9.472224062E1,-9.195886821E-2,-9.643581811E-1,-2.200609551E0
9.473217162E1,4.303824078E-1,-7.266060072E-1,-2.680220983E0
9.474210262E1,7.326157755E-1,-1.120776755E-1,-3.205362929E0
9.475203363E1,7.188125458E-1,5.299696997E-1,-2.888918050E0
9.476196462E1,5.649223083E-1,8.769317821E-1,-2.954497497E0
9.477189562E1,2.720377614E-1,1.028346601E0,-2.864819920E0
9.478182662E1,1.386488852E-1,9.668482178E-1,-2.430504529E0
9.479175762E1,3.855656925E-1,8.458856982E-1,-2.271504117E0
9.480168862E1,6.833407044E-1,6.358864564E-1,-2.148530740E0
9.481161962E1,9.229531699E-1,7.854588175E-1,-2.038514208E0
9.482155062E1,1.111918661E0,1.260652093E0,-1.754752926E0
9.483148262E1,1.364569833E0,1.582372915E0,-1.300214354E0
9.484141362E1,1.270618965E0,1.821937433E0,-7.051543272E-1
9.485134462E1,9.097887486E-1,1.955646883E0,-4.196780562E-2
9.486127562E1,5.382844403E-1,1.812961373E0,2.004671109E-1
9.487120662E1,1.215821783E-1,1.435261062E0,6.186716688E-1
9.488113762E1,-2.429935449E-1,1.118285841E0,1.184685652E0
9.489106863E1,-4.419404893E-1,9.261574441E-1,1.569097981E0
9.490099962E1,-4.455667497E-1,8.814648360E-1,1.908034176E0
9.491093062E1,-2.116079388E-1,7.021564597E-1,1.891768391E0
9.492086162E1,1.812402415E-1,2.057138175E-1,1.487795371E0
9.493079262E1,7.091563077E-1,-2.595421153E-1,1.202692153E0
9.494072362E1,1.113453921E0,-3.806549084E-1,1.186303577E0
9.495065462E1,1.059789638E0,-1.787259936E-2,1.180379763E0
9.496058562E1,6.140190393E-1,5.218692595E-1,1.523323638E0
9.497051662E1,9.365485311E-2,7.511771768E-1,1.568160088E0
9.498044862E1,-6.792271882E-2,2.867176348E-1,1.150955989E0
9.499037963E1,-2.119337931E-2,-3.284047741E-1,6.941715020E-1
9.500031062E1,3.573105577E-2,-7.754615405E-1,3.168851745E-1
9.501024162E1,3.972436785E-1,-1.071164299E0,-6.506430745E-2
9.502017262E1,8.365481333E-1,-1.275437948E0,-7.531213760E-4
9.503010363E1,1.043052421E0,-1.388444746E0,6.665562719E-1
9.504003400E1,1.092730292E0,-1.317965624E0,1.494224970E0
9.504996500E1,1.009777160E0,-1.260008607E0,1.800599774E0
9.505989600E1,7.571112236E-1,-1.343020943E0,1.697112828E0
9.506982700E1,6.179521689E-1,-1.357700670E0,1.100702094E0
9.507975800E1,4.575846051E-1,-1.413087251E0,2.655004281E-1
9.508968900E1,4.604477674E-2,-1.517188740E0,-5.637247986E-1
9.509962000E1,-1.558030810E-1,-1.459977828E0,-8.864688832E-1
9.510955100E1,3.210215680E-1,-1.133763713E0,-1.132771733E0
9.511948300E1,6.953950319E-1,-6.788012186E-1,-1.003553529E0
9.512941400E1,8.314951158E-1,6.783705711E-2,-6.006844640E-3
9.513934500E1,9.645626874E-1,7.977508342E-1,5.724698943E-1
9.514927600E1,1.088797601E0,7.676546305E-1,-1.220156032E-1
9.515920700E1,1.170460985E0,-1.859212849E-1,-1.176633452E0
9.516913800E1,1.218547024E0,-1.115145009E0,-1.772018584E0
9.517906900E1,1.261549933E0,-1.719009481E0,-2.239943186E0
9.518900000E1,1.230140445E0,-1.885629692E0,-2.355833831E0
9.519893100E1,1.056691125E0,-1.347695500E0,-1.986017321E0
9.520886200E1,9.392133996E-1,-5.738837510E-1,-1.935364062E0
9.521879300E1,6.865055099E-1,-9.268216878E-2,-1.890371491E0
9.522872400E1,3.312124974E-1,4.411572182E-1,-1.318228456E0
9.523865500E1,-8.513977222E-1,9.642549777E-1,-2.114211677E0
9.524858600E1,-3.144064229E0,2.278960487E0,-3.249484849E0
9.525851800E1,-2.040592309E0,1.562234520E0,-1.985947155E0
9.526844900E1,-1.598394140E-1,5.163249296E-1,-1.932931035E0
9.527838000E1,4.382226469E-1,8.295140791E-1,-2.143370572E0
9.528831100E1,1.143371712E0,7.169025528E-1,-1.577662983E0
9.529824200E1,1.398709825E0,4.889301395E-1,-1.079612356E-1
9.530817300E1,7.765040991E-1,6.676146179E-1,1.442716262E0
9.531810400E1,-2.094680223E-1,5.210588354E-1,2.739799433E0
9.532803500E1,-1.184869401E0,4.261339670E-1,3.320298724E0
9.533796600E1,-1.515832478E0,4.109177577E-1,2.681507370E0
9.534789700E1,-1.168301535E0,2.054121011E-1,1.794622166E0
9.535782800E1,-5.750823572E-1,3.609299111E-1,9.224514788E-1
9.536775900E1,-1.087494403E-2,6.092056113E-1,5.604029953E-2
9.537769000E1,9.854400247E-2,3.994975609E-1,-1.041457520E0
9.538762100E1,-1.029656669E-1,2.163890791E-1,-1.280356625E0
9.539755300E1,-6.910699926E-1,3.037464809E-1,-4.458770907E-1
9.540748400E1,-1.312981896E0,5.033356324E-1,1.507225669E0
9.541741500E1,-1.669617320E0,6.461889580E-1,3.230643951E0
9.542734600E1,-1.627103238E0,1.531020328E-1,3.709342632E0
9.543727700E1,-9.585121349E-1,2.472202778E-2,4.113177073E0
9.544720800E1,-5.930097011E-1,4.710078388E-2,3.825757772E0
9.545713900E1,-5.713415278E-1,3.932112193E-1,3.005969367E0
9.546707000E1,-6.169524412E-1,5.712852484E-1,1.980850137E0
9.547700100E1,-7.781560837E-1,1.021008638E-1,8.558704036E-1
9.548693200E1,-1.081582283E0,-3.415873218E-1,2.570324904E-1
9.549686300E1,-1.781977562E0,-3.301878825E-1,8.346625525E-1
9.550679400E1,-2.103733175E0,-6.940358466E-1,1.576771283E0
9.551672500E1,-1.791388948E0,-1.284711047E0,1.384307256E0
9.552665600E1,-1.836404322E0,-1.636766639E0,7.404457819E-1
9.553658800E1,-1.202120441E0,-2.282412098E0,6.937288678E-1
9.554651900E1,-1.540342690E0,-1.619199849E0,3.763133508E-1
9.555645000E1,-1.688574870E0,-1.011996324E0,-1.812870741E-2
9.556638100E1,-1.081650842E0,-7.498086360E-1,-5.968399197E-1
9.557631200E1,-5.370151195E-1,-5.306646413E-1,-1.172454447E0
9.558624300E1,-6.763492618E-2,-3.024098074E-1,-1.674144380E0
9.559617400E1,8.569821786E-2,-1.764356393E-1,-1.822696987E0
9.560610500E1,-2.262181755E-2,-6.302450627E-2,-1.651102257E0
9.561603600E1,1.343063774E-1,-1.927914709E-2,-1.681066899E0
9.562596700E1,3.203836002E-1,3.547739625E-2,-1.901551952E0
9.563589800E1,-6.968273073E-2,1.542495489E-3,-2.660663801E0
9.564582900E1,-2.736764618E-2,-2.714920700E-2,-3.311773483E0
9.565576000E1,2.622154258E-1,-4.317817926E-2,-3.813911898E0
9.566569200E1,5.388029787E-1,-3.538384080E-2,-3.976369184E0
9.567562300E1,4.133169800E-1,-6.407671273E-2,-3.409891516E0
9.568555400E1,-1.841672846E-1,1.880616581E-1,-1.895563234E0
9.569548500E1,-5.950832699E-1,2.993692553E-1,-6.498408365E-1
9.570541600E1,-4.252390507E-1,5.706362075E-1,-6.954245603E-1
9.571534700E1,-4.979061637E-1,8.135067415E-1,-1.389476779E0
9.572527800E1,-3.165148996E-1,6.731636256E-1,-1.871876163E0
9.573520900E1,-1.637708442E-1,7.218007654E-1,-1.843920041E0
9.574514000E1,1.572456439E-1,6.395304412E-1,-1.503553033E0
9.575507100E1,5.393561253E-1,4.137290990E-1,-9.220883667E-1
9.576500200E1,7.640382008E-1,3.038224947E-1,1.138160527E-1
9.577493300E1,7.743698654E-1,2.856160194E-1,1.148941038E0
9.578486400E1,3.732591673E-1,1.144440436E-1,1.793823436E0
9.579479600E1,-5.270389656E-2,-3.159542978E-2,1.778961568E0
9.580472700E1,-1.499307041E-1,-3.471784294E-2,1.142009749E0
9.581465800E1,8.154983763E-2,8.026999176E-2,2.203219163E-1
9.582458900E1,4.268150215E-1,3.683324862E-1,-4.298276532E-1
9.583452000E1,7.454539952E-1,6.925681955E-1,-5.250676864E-1
9.584445100E1,9.823921636E-1,8.539922780E-1,-3.962307215E-2
9.585438200E1,8.693363951E-1,8.204696059E-1,1.279771904E0
9.586431300E1,3.779461858E-1,8.331083626E-1,2.960211396E0
9.587424400E1,1.128057817E-1,5.268119109E-1,3.863141361E0
9.588417500E1,1.431711492E-1,-1.046160436E-1,3.350272720E0
9.589410600E1,2.192939027E-1,-7.202851671E-1,2.341611063E0
9.590403700E1,3.877054445E-1,-9.286226302E-1,1.375525907E0
9.591396800E1,8.453037541E-1,-9.896307242E-1,6.103335392E-1
9.592389900E1,1.373588871E0,-9.491329086E-1,3.401032984E-2
9.593383100E1,1.700512838E0,-6.557424313E-1,-3.518556172E-1
9.594376200E1,1.698942275E0,-3.627425480E-1,-6.183834010E-1
9.595369300E1,1.558956863E0,-2.835589689E-1,-5.621975058E-1
9.596362400E1,1.238287955E0,-2.725191334E-1,1.544922084E-1
9.597355500E1,8.949875455E-1,-4.390335095E-1,1.090376496E0
9.598348600E1,9.557638704E-1,-8.226702055E-1,1.208784367E0
9.599341700E1,9.620860992E-1,-7.242770612E-1,1.001859006E0
9.600334800E1,9.233914188E-1,-8.329656905E-1,-2.298365057E-1
9.601327900E1,1.270280557E0,-1.239518502E0,-1.417739296E0
9.602321000E1,1.499515823E0,-7.808631983E-1,-2.297021951E0
9.603314100E1,1.776352540E0,-6.147771308E-1,-3.269358366E0
9.604306862E1,2.010144687E0,-4.057593441E-1,-3.982576588E0
9.605299962E1,1.799103764E0,8.630548775E-2,-4.105442376E0
9.606293162E1,1.181579319E0,7.728481275E-1,-2.465512394E0
9.607286262E1,8.344204777E-1,8.947695905E-1,-8.480509222E-1
9.608279362E1,4.774477063E-1,-3.512518921E-1,-1.289019860E0
9.609272462E1,4.480365771E-1,-3.420185539E-1,-1.695161612E0
9.610265562E1,9.312537311E-1,-6.077622262E-1,-1.823072378E0
9.611258662E1,1.175950862E0,-3.565760744E-1,-2.032841824E0
9.612251762E1,9.658094600E-1,4.180297261E-1,-2.661354357E0
9.613244862E1,4.137798967E-1,8.984989446E-1,-3.279948843E0
9.614237963E1,-3.665838763E-2,1.062870024E0,-2.902878862E0
9.615231062E1,-4.026706986E-2,8.708635417E-1,-1.856567568E0
9.616224162E1,3.163981014E-1,4.596575162E-1,-1.366700120E0
9.617217262E1,6.161210402E-1,4.322603872E-1,-1.238342042E0
9.618210462E1,2.647413864E-1,5.515634671E-1,-1.299073563E0
9.619203562E1,-4.005817077E-1,6.103104427E-1,-1.058994489E0
9.620196662E1,-7.100784867E-1,4.732771432E-1,-7.749490321E-1
9.621189762E1,-4.720486432E-1,9.289763868E-2,-3.798737204E-1
9.622182862E1,-2.624012576E-1,-4.858632749E-1,8.857245326E-1
9.623175962E1,1.006756049E-1,-1.206740473E0,2.699373538E0
9.624169063E1,5.437780456E-1,-1.288224639E0,3.569410576E0
9.625162162E1,5.168190193E-1,-8.230710322E-1,3.342982412E0
9.626155262E1,-1.685481839E-1,-2.880750659E-1,2.653474649E0
9.627148362E1,-9.436398880E-1,3.881700423E-1,1.867793053E0
9.628141463E1,-1.283221176E0,9.761678025E-1,1.720386500E0
9.629134562E1,-1.220212604E0,1.378866714E0,2.462741983E0
9.630127662E1,-1.012035208E0,1.620329238E0,3.072731121E0
9.631120762E1,-1.068957341E0,1.530916540E0,4.271680471E0
9.632113962E1,-1.172532945E0,7.523311248E-1,4.590826764E0
9.633107062E1,-1.261810427E0,7.269433916E-2,4.097297205E0
9.634100162E1,-1.513605420E0,-6.945726210E-1,3.303342383E0
9.635093262E1,-1.198153763E0,-1.219352040E0,2.031656009E0
9.636086362E1,-5.825067130E-1,-1.052198855E0,1.155244337E0
9.637079462E1,-9.742148325E-2,-7.695207694E-1,8.387222743E-1
9.638072563E1,6.294779811E-1,-4.834647471E-1,1.127749559E0
9.639065662E1,1.352152832E0,9.745525092E-2,1.299146653E0
9.640058762E1,8.059082117E-1,6.797829661E-1,1.734964778E0
9.641051862E1,-2.973251966E-1,5.115460002E-1,2.226128554E0
9.642044963E1,-9.341709070E-1,-2.593474030E-1,1.604874170E0
9.643038062E1,-9.447474238E-1,-9.143548393E-1,7.370608288E-1
9.644031162E1,-5.810913214E-1,-1.122487942E0,-1.777389836E-1
9.645024362E1,-2.645051954E-1,-8.711178955E-1,-9.848669976E-1
9.646017462E1,1.590534020E-4,-2.966573167E-1,-1.360057683E0
9.647010562E1,3.044118941E-1,4.134905326E-1,-1.610871660E0
9.648003662E1,4.015592891E-1,9.974464050E-1,-2.009149491E0
9.648996762E1,-3.400139457E-2,1.232360925E0,-2.280722253E0
9.649989862E1,-4.370526190E-1,6.553538838E-1,-2.452932109E0
9.650982962E1,-1.067383928E0,-1.540115672E-1,-2.325394396E0
9.651976063E1,-1.853800373E0,-6.785003793E-1,-2.012632678E0
9.652969162E1,-2.048446727E0,-1.032406615E0,-1.913636978E0
9.653962262E1,-1.470414377E0,-1.006004390E0,-1.860860009E0
9.654955362E1,-5.623988328E-1,-8.642497560E-1,-1.852481534E0
9.655948463E1,5.107497191E-4,-6.341349229E-1,-1.666998498E0
9.656941562E1,6.892972356E-2,-5.803764993E-1,-1.638842400E0
9.657934762E1,-5.937688158E-1,-4.350065321E-1,-2.189227946E0
9.658927862E1,-1.476453673E0,-1.085827947E-3,-3.083227458E0
9.659920962E1,-1.893657919E0,-1.730074167E-2,-3.279416746E0
9.660914062E1,-2.115450410E0,9.726492405E-2,-2.540243903E0
9.661907162E1,-1.760677617E0,4.489199817E-3,-1.607966763E0
9.662900262E1,-8.955291438E-1,-8.736558795E-2,-9.586761492E-1
9.663893362E1,-1.164492732E-1,1.543635696E-2,-5.160226285E-1
9.664886462E1,7.240654651E-1,2.671677616E-1,-7.200963020E-2
9.665879563E1,1.003373216E0,3.170477271E-1,-4.598133445E-2
9.666872662E1,1.114782920E0,5.584570420E-1,-1.627221644E-2
9.667865762E1,9.321737174E-1,8.237177342E-1,-3.085341811E-2
9.668858862E1,6.008285978E-1,1.006735292E0,1.136254334E-1
9.669852062E1,1.874942590E-1,8.291123754E-1,6.309490675E-1
9.670845162E1,-6.770011532E-1,8.330232856E-1,1.832647194E0
9.671838262E1,-7.221891667E-1,2.471740848E-1,3.401661560E0
9.672831362E1,2.797614947E-2,-3.300226986E-1,4.573849958E0
9.673824462E1,1.096997152E0,-6.885479423E-1,4.915030898E0
9.674817562E1,1.956363167E0,-6.522849727E-1,4.350357097E0
9.675810662E1,2.044754357E0,-2.440373459E-1,3.151097260E0
9.676803762E1,1.697420830E0,1.471086368E-1,1.684775788E0
9.677796862E1,1.238990352E0,4.621648023E-1,2.161078280E-1
9.678789962E1,7.802786230E-1,6.604438850E-1,-8.497349203E-1
9.679783063E1,4.295480101E-1,6.580570516E-1,-1.313168276E0
9.680776162E1,3.760627976E-1,3.462744498E-1,-1.158478432E0
9.681769262E1,1.831182759E-1,1.744054860E-1,-7.319094318E-1
9.682762463E1,4.748070672E-1,-3.260998017E-1,5.952260882E-1
9.683755562E1,1.200531826E0,-9.124772984E-1,1.781195204E0
9.684748662E1,1.257635515E0,-9.729790235E-1,1.939040206E0
9.685741762E1,7.460824247E-1,-1.084955834E0,9.590492016E-1
9.686734862E1,1.071998551E-1,-1.001080450E0,-5.454083955E-1
9.687727962E1,-3.327657737E-1,-8.343532348E-1,-1.893653533E0
9.688721062E1,-3.257525501E-1,-7.780495182E-1,-2.561855797E0
9.689714162E1,-4.140297921E-1,-5.705669180E-1,-3.310738526E0
9.690707262E1,-1.765003972E-1,-7.404805729E-1,-3.314398883E0
9.691700362E1,1.991419125E-1,-9.659918931E-1,-3.063424693E0
9.692693462E1,1.438432592E0,-6.580210912E-1,-2.001238208E0
9.693686563E1,1.745125193E0,-6.159152913E-1,-1.152962168E0
9.694679662E1,1.092952779E0,-5.642355528E-1,-1.170847047E0
9.695672762E1,2.819525195E-1,-8.714465091E-1,-1.530351407E0
9.696665963E1,-4.914425419E-1,-8.550640726E-1,-2.250258259E0
9.697659062E1,-9.530410413E-1,-5.874761885E-1,-3.002447004E0
9.698652162E1,-1.102633502E0,-2.662219745E-1,-3.266080416E0
9.699645262E1,-1.060168464E0,8.930744827E-2,-3.254680100E0
9.700638362E1,-8.427386536E-1,2.817115411E-1,-2.437697189E0
9.701631462E1,-2.277914420E-2,3.023554283E-1,-6.475095516E-1
9.702624562E1,1.889438568E-1,2.984471494E-1,9.945295215E-1
9.703617662E1,7.286383532E-2,-1.636471939E-1,1.334373204E0
9.704610787E1,-1.946369252E-1,-4.459773704E-1,2.990154988E-1
9.705603887E1,-7.820361498E-1,-6.589256555E-2,-1.477741669E0
9.706596987E1,-1.198791037E0,5.192040986E-1,-2.614200656E0
9.707590088E1,-1.162553649E0,1.303593460E0,-2.624772422E0
9.708583187E1,-1.043467354E0,1.864427688E0,-1.923062689E0
9.709576387E1,-1.052775025E0,2.016241287E0,-9.424969035E-1
9.710569487E1,-6.676537943E-1,1.582584584E0,1.306407725E0
9.711562587E1,-2.489782432E-1,1.245860392E0,3.827413119E0
9.712555687E1,-3.049173859E-1,7.177080068E-1,4.875128914E0
9.713548787E1,-1.780178227E-1,2.634539026E-1,4.064414803E0
9.714541887E1,-7.103943095E-2,5.414629868E-1,2.580804284E0
9.715534987E1,-5.118119024E-2,1.080123988E0,1.195494815E0
9.716528087E1,8.572252035E-2,1.510571738E0,2.628914005E-1
9.717521188E1,1.000248098E-1,1.758424685E0,-1.457067668E-1
9.718514287E1,4.808370084E-2,1.903282436E0,-2.772047997E-2
9.719507387E1,5.843407653E-2,1.894397592E0,5.343080413E-1
9.720500487E1,-3.360475235E-2,1.669356095E0,1.637124488E0
9.721493588E1,-4.337674340E-1,1.005494220E0,2.743598369E0
